code;label;Parent_1;Type;CATPOL;Commitment;Payment
SEC3 05 05 03 02;Support for economic, social and territorial development;SEC3 05 05 03;;4.0.1;20.000.000;4.200.000
SEC3 05 05 03 02;Reserves;SEC3 05 05 03 Reserves;;4.0.1;n/a;n/a
SEC3 05 05 04;Support to Turkey;SEC3 05 05;;;70.000.000;13.753.638
SEC3 05 05 04;Reserves;SEC3 05 05 Reserves;;;;
SEC3 05 05 04 01;Support for political reforms and progressive alignment with and adoption, implementation and enforcement of the Union acquis;SEC3 05 05 04;;4.0.1;p.m.;p.m.
SEC3 05 05 04 01;Reserves;SEC3 05 05 04 Reserves;;4.0.1;n/a;n/a
SEC3 05 05 04 02;Support for economic, social and territorial development;SEC3 05 05 04;;4.0.1;70.000.000;13.753.638
SEC3 05 05 04 02;Reserves;SEC3 05 05 04 Reserves;;4.0.1;n/a;n/a
SEC3 05 06;International aspects of the Agriculture and rural development policy area;SEC3 05;;;6.696.000;5.590.437
SEC3 05 06;Reserves;SEC3 05 Reserves;;;;
SEC3 05 06 01;International agricultural agreements;SEC3 05 06;;4.0.OTH;6.696.000;5.590.437
SEC3 05 06 01;Reserves;SEC3 05 06 Reserves;;4.0.OTH;n/a;n/a
SEC3 05 07;Audit of agricultural expenditure financed by the European Agricultural Guarantee Fund (EAGF);SEC3 05;;;60.200.000;60.200.000
SEC3 05 07;Reserves;SEC3 05 Reserves;;;;
SEC3 05 07 01;Control of agricultural expenditure;SEC3 05 07;;;6.800.000;6.800.000
SEC3 05 07 01;Reserves;SEC3 05 07 Reserves;;;;
SEC3 05 07 01 02;Monitoring and preventive measures — Direct payments by the Union;SEC3 05 07 01;;2.0.10;6.800.000;6.800.000
SEC3 05 07 01 02;Reserves;SEC3 05 07 01 Reserves;;2.0.10;n/a;n/a
SEC3 05 07 01 06;Expenditure for financial corrections in favour of Member States following decisions on accounting clearance of previous years’ accounts with regard to shared management declared under the EAGGF-Guarantee Section (previous measures) and under the EAGF;SEC3 05 07 01;;2.0.10;p.m.;p.m.
SEC3 05 07 01 06;Reserves;SEC3 05 07 01 Reserves;;2.0.10;n/a;n/a
SEC3 05 07 01 07;Expenditure for financial corrections in favour of Member States following decisions on conformity clearance of previous years’ accounts with regard to shared management declared under the EAGGF-Guarantee Section (previous measures) and under the EAGF;SEC3 05 07 01;;2.0.10;p.m.;p.m.
SEC3 05 07 01 07;Reserves;SEC3 05 07 01 Reserves;;2.0.10;n/a;n/a
SEC3 05 07 02;Settlement of disputes;SEC3 05 07;;2.0.10;53.400.000;53.400.000
SEC3 05 07 02;Reserves;SEC3 05 07 Reserves;;2.0.10;n/a;n/a
SEC3 05 08;Policy strategy and coordination of the Agriculture and rural development policy area;SEC3 05;;;40.793.360;35.010.852
SEC3 05 08;Reserves;SEC3 05 Reserves;;;;
SEC3 05 08 01;Farm Accountancy Data Network (FADN);SEC3 05 08;;2.0.10;14.619.600;13.733.871
SEC3 05 08 01;Reserves;SEC3 05 08 Reserves;;2.0.10;n/a;n/a
SEC3 05 08 02;Surveys on the structure of agricultural holdings;SEC3 05 08;;2.0.10;250.000;200.000
SEC3 05 08 02;Reserves;SEC3 05 08 Reserves;;2.0.10;n/a;n/a
SEC3 05 08 03;Restructuring of systems for agricultural surveys;SEC3 05 08;;2.0.10;1.753.760;1.695.892
SEC3 05 08 03;Reserves;SEC3 05 08 Reserves;;2.0.10;n/a;n/a
SEC3 05 08 06;Enhancing public awareness of the common agricultural policy;SEC3 05 08;;2.0.10;11.000.000;11.000.000
SEC3 05 08 06;Reserves;SEC3 05 08 Reserves;;2.0.10;n/a;n/a
SEC3 05 08 09;European Agricultural Guarantee Fund (EAGF) — Operational technical assistance;SEC3 05 08;;2.0.10;1.670.000;1.670.000
SEC3 05 08 09;Reserves;SEC3 05 08 Reserves;;2.0.10;n/a;n/a
SEC3 05 08 77;Pilot projects and preparatory actions;SEC3 05 08;;;4.200.000;3.711.089
SEC3 05 08 77;Reserves;SEC3 05 08 Reserves;;;;
SEC3 05 08 77 01;Pilot project — Assessing end-user costs of compliance with Union legislation in the fields of environment, animal welfare and food safety;SEC3 05 08 77;;2.0.PPPA;p.m.;411.089
SEC3 05 08 77 01;Reserves;SEC3 05 08 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 05 08 77 02;Pilot project — Exchanging best practice for cross compliance simplification;SEC3 05 08 77;;2.0.PPPA;p.m.;p.m.
SEC3 05 08 77 02;Reserves;SEC3 05 08 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 05 08 77 03;Pilot project — Support for farmers’ cooperatives;SEC3 05 08 77;;2.0.PPPA;p.m.;p.m.
SEC3 05 08 77 03;Reserves;SEC3 05 08 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 05 08 77 04;Pilot project — European farm prices and margins observatory;SEC3 05 08 77;;2.0.PPPA;p.m.;p.m.
SEC3 05 08 77 04;Reserves;SEC3 05 08 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 05 08 77 05;Pilot project — Support for farmers’ and consumers’ initiatives for low carbon emission, low energy consumption and locally marketed food production;SEC3 05 08 77;;2.0.PPPA;p.m.;p.m.
SEC3 05 08 77 05;Reserves;SEC3 05 08 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 05 08 77 06;Preparatory action — European farm prices and margins observatory;SEC3 05 08 77;;2.0.PPPA;1.000.000;1.000.000
SEC3 05 08 77 06;Reserves;SEC3 05 08 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 05 08 77 07;Pilot project — Measures to combat speculation in agricultural commodities;SEC3 05 08 77;;2.0.PPPA;p.m.;p.m.
SEC3 05 08 77 07;Reserves;SEC3 05 08 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 05 08 77 08;Pilot project — Exchange programme for young farmers;SEC3 05 08 77;;2.0.PPPA;p.m.;600.000
SEC3 05 08 77 08;Reserves;SEC3 05 08 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 05 08 77 09;Preparatory action — Union plant and animal genetic resources;SEC3 05 08 77;;2.0.PPPA;1.000.000;600.000
SEC3 05 08 77 09;Reserves;SEC3 05 08 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 05 08 77 10;Pilot project — Agropol: development of a European cross-border Agribusiness Model Region;SEC3 05 08 77;;2.0.PPPA;1.200.000;600.000
SEC3 05 08 77 10;Reserves;SEC3 05 08 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 05 08 77 11;Pilot project — Agroforestry;SEC3 05 08 77;;2.0.PPPA;1.000.000;500.000
SEC3 05 08 77 11;Reserves;SEC3 05 08 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 05 08 80;Union participation at the Feeding the Planet — Energy for Life World Exposition 2015 in Milan;SEC3 05 08;;2.0.SPEC;7.300.000;3.000.000
SEC3 05 08 80;Reserves;SEC3 05 08 Reserves;;2.0.SPEC;n/a;n/a
SEC3 05 09;Horizon 2020 — Research and innovation related to agriculture;SEC3 05;;;52.163.000;2.290.968
SEC3 05 09;Reserves;SEC3 05 Reserves;;;;
SEC3 05 09 03;Societal challenges;SEC3 05 09;;;52.163.000;2.290.968
SEC3 05 09 03;Reserves;SEC3 05 09 Reserves;;;;
SEC3 05 09 03 01;Securing sufficient supplies of safe and high quality food and other bio-based products;SEC3 05 09 03;;1.1.31;52.163.000;2.290.968
SEC3 05 09 03 01;Reserves;SEC3 05 09 03 Reserves;;1.1.31;n/a;n/a
SEC3 05 09 50;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development;SEC3 05 09;;;;
SEC3 05 09 50;Reserves;SEC3 05 09 Reserves;;;;
SEC3 05 09 50 01;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development (2014 to 2020);SEC3 05 09 50;;1.1.31;p.m.;p.m.
SEC3 05 09 50 01;Reserves;SEC3 05 09 50 Reserves;;1.1.31;n/a;n/a
SEC3 06;Mobility and transport;SEC3 E;;;2.867.047.650;1.003.284.934
SEC3 06;Reserves;SEC3 E Reserves;;;;
SEC3 06 01;Administrative expenditure of the Mobility and transport policy area;SEC3 06;;;72.500.880;72.500.880
SEC3 06 01;Reserves;SEC3 06 Reserves;;;;
SEC3 06 01 01;Expenditure related to officials and temporary staff in the Mobility and transport policy area;SEC3 06 01;;5.2.3X;40.868.495;40.868.495
SEC3 06 01 01;Reserves;SEC3 06 01 Reserves;;5.2.3X;n/a;n/a
SEC3 06 01 02;External personnel and other management expenditure in support of the Mobility and transport policy area;SEC3 06 01;;;4.558.868;4.558.868
SEC3 06 01 02;Reserves;SEC3 06 01 Reserves;;;;
SEC3 06 01 02 01;External personnel;SEC3 06 01 02;;5.2.3X;2.325.880;2.325.880
SEC3 06 01 02 01;Reserves;SEC3 06 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 06 01 02 11;Other management expenditure;SEC3 06 01 02;;5.2.3X;2.232.988;2.232.988
SEC3 06 01 02 11;Reserves;SEC3 06 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 06 01 03;Expenditure related to information and communication technology equipment and services of the Mobility and transport policy area;SEC3 06 01;;5.2.3X;2.645.371;2.645.371
SEC3 06 01 03;Reserves;SEC3 06 01 Reserves;;5.2.3X;n/a;n/a
SEC3 06 01 04;Support expenditure for operations and programmes in the Mobility and transport policy area;SEC3 06 01;;;2.895.000;2.895.000
SEC3 06 01 04;Reserves;SEC3 06 01 Reserves;;;;
SEC3 06 01 04 01;Support expenditure for Connecting Europe Facility (CEF) — Transport;SEC3 06 01 04;;1.1.82;2.895.000;2.895.000
SEC3 06 01 04 01;Reserves;SEC3 06 01 04 Reserves;;1.1.82;n/a;n/a
SEC3 06 01 05;Support expenditure for research and innovation programmes in the Mobility and transport policy area;SEC3 06 01;;;9.272.649;9.272.649
SEC3 06 01 05;Reserves;SEC3 06 01 Reserves;;;;
SEC3 06 01 05 01;Expenditure related to officials and temporary staff implementing research and innovation programmes — Horizon 2020;SEC3 06 01 05;;1.1.31;5.612.344;5.612.344
SEC3 06 01 05 01;Reserves;SEC3 06 01 05 Reserves;;1.1.31;n/a;n/a
SEC3 06 01 05 02;External personnel implementing research and innovation programmes — Horizon 2020;SEC3 06 01 05;;1.1.31;2.768.667;2.768.667
SEC3 06 01 05 02;Reserves;SEC3 06 01 05 Reserves;;1.1.31;n/a;n/a
SEC3 06 01 05 03;Other management expenditure for research and innovation programmes — Horizon 2020;SEC3 06 01 05;;1.1.31;891.638;891.638
SEC3 06 01 05 03;Reserves;SEC3 06 01 05 Reserves;;1.1.31;n/a;n/a
SEC3 06 01 06;Executive agencies;SEC3 06 01;;;12.260.497;12.260.497
SEC3 06 01 06;Reserves;SEC3 06 01 Reserves;;;;
SEC3 06 01 06 01;Innovation and Networks Executive Agency — Contribution from Connecting Europe Facility (CEF);SEC3 06 01 06;;1.1.82;12.260.497;12.260.497
SEC3 06 01 06 01;Reserves;SEC3 06 01 06 Reserves;;1.1.82;n/a;n/a
SEC3 06 01 06 02;Executive Agency for Small and Medium-sized Enterprises — Contribution from Connecting Europe Facility (CEF);SEC3 06 01 06;;1.1.82;p.m.;p.m.
SEC3 06 01 06 02;Reserves;SEC3 06 01 06 Reserves;;1.1.82;n/a;n/a
SEC3 06 02;European transport policy;SEC3 06;;;2.582.441.731;903.416.322
SEC3 06 02;Reserves;SEC3 06 Reserves;;;;
SEC3 06 02 01;Connecting Europe Facility (CEF);SEC3 06 02;;;2.450.287.001;
SEC3 06 02 01;Reserves;SEC3 06 02 Reserves;;;;
SEC3 06 02 01 01;Removing bottlenecks and bridging missing links;SEC3 06 02 01;;1.1.82;816.618.378;p.m.
SEC3 06 02 01 01;Reserves;SEC3 06 02 01 Reserves;;1.1.82;n/a;n/a
SEC3 06 02 01 02;Ensuring sustainable and efficient transport in the long run;SEC3 06 02 01;;1.1.82;136.662.458;p.m.
SEC3 06 02 01 02;Reserves;SEC3 06 02 01 Reserves;;1.1.82;n/a;n/a
SEC3 06 02 01 03;Optimising the integration and interconnection of transport modes and enhancing the interoperability, safety and security of transport;SEC3 06 02 01;;1.1.82;273.324.915;p.m.
SEC3 06 02 01 03;Reserves;SEC3 06 02 01 Reserves;;1.1.82;n/a;n/a
SEC3 06 02 01 04;Connecting Europe Facility (CEF) — Cohesion Fund allocation;SEC3 06 02 01;;1.2.15;983.000.000;p.m.
SEC3 06 02 01 04;Reserves;SEC3 06 02 01 Reserves;;1.2.15;n/a;n/a
SEC3 06 02 01 05;Creating an environment more conducive to private investment for transport infrastructure projects;SEC3 06 02 01;;1.1.82;240.681.250;p.m.
SEC3 06 02 01 05;Reserves;SEC3 06 02 01 Reserves;;1.1.82;n/a;n/a
SEC3 06 02 02;European Aviation Safety Agency;SEC3 06 02;;1.1.DAG;34.173.871;34.173.871
SEC3 06 02 02;Reserves;SEC3 06 02 Reserves;;1.1.DAG;n/a;n/a
SEC3 06 02 03;European Maritime Safety Agency;SEC3 06 02;;;50.378.795;38.431.237
SEC3 06 02 03;Reserves;SEC3 06 02 Reserves;;;;
SEC3 06 02 03 01;European Maritime Safety Agency;SEC3 06 02 03;;1.1.DAG;30.703.795;30.703.795
SEC3 06 02 03 01;Reserves;SEC3 06 02 03 Reserves;;1.1.DAG;n/a;n/a
SEC3 06 02 03 02;European Maritime Safety Agency — Anti-pollution measures;SEC3 06 02 03;;1.1.DAG;19.675.000;7.727.442
SEC3 06 02 03 02;Reserves;SEC3 06 02 03 Reserves;;1.1.DAG;n/a;n/a
SEC3 06 02 04;European Railway Agency;SEC3 06 02;;1.1.DAG;23.573.064;23.573.064
SEC3 06 02 04;Reserves;SEC3 06 02 Reserves;;1.1.DAG;n/a;n/a
SEC3 06 02 05;Support activities to the European transport policy and passenger rights including communication activities;SEC3 06 02;;1.1.SPEC;20.019.000;13.894.437
SEC3 06 02 05;Reserves;SEC3 06 02 Reserves;;1.1.SPEC;n/a;n/a
SEC3 06 02 06;Transport security;SEC3 06 02;;1.1.SPEC;2.510.000;1.514.026
SEC3 06 02 06;Reserves;SEC3 06 02 Reserves;;1.1.SPEC;n/a;n/a
SEC3 06 02 51;Completion of trans-European networks programme;SEC3 06 02;;1.1.82;p.m.;759.405.150
SEC3 06 02 51;Reserves;SEC3 06 02 Reserves;;1.1.82;n/a;n/a
SEC3 06 02 52;Completion of Marco Polo programme;SEC3 06 02;;1.1.82;p.m.;18.525.916
SEC3 06 02 52;Reserves;SEC3 06 02 Reserves;;1.1.82;n/a;n/a
SEC3 06 02 53;Completion of anti-pollution measures;SEC3 06 02;;1.1.DAG;p.m.;12.198.621
SEC3 06 02 53;Reserves;SEC3 06 02 Reserves;;1.1.DAG;n/a;n/a
SEC3 06 02 77;Pilot projects and preparatory actions;SEC3 06 02;;;1.500.000;1.700.000
SEC3 06 02 77;Reserves;SEC3 06 02 Reserves;;;;
SEC3 06 02 77 01;Preparatory action — European transport information and booking interface across transport modes;SEC3 06 02 77;;1.1.PPPA;—;450.000
SEC3 06 02 77 01;Reserves;SEC3 06 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 06 02 77 02;Preparatory action — Facilitation of cross-border traffic at the north-east external border-crossing points of the Union (from a traffic safety and security aspect);SEC3 06 02 77;;1.1.PPPA;—;p.m.
SEC3 06 02 77 02;Reserves;SEC3 06 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 06 02 77 03;Preparatory action — Ships fuelled by liquefied natural gas (LNG);SEC3 06 02 77;;1.1.PPPA;p.m.;500.000
SEC3 06 02 77 03;Reserves;SEC3 06 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 06 02 77 04;Pilot project — Security on the trans-European road network;SEC3 06 02 77;;1.1.PPPA;—;—
SEC3 06 02 77 04;Reserves;SEC3 06 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 06 02 77 05;Pilot project — The role of rolling stock in European interoperability;SEC3 06 02 77;;1.1.PPPA;1.000.000;500.000
SEC3 06 02 77 05;Reserves;SEC3 06 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 06 02 77 06;Preparatory action — General aviation - Statistics and key figures;SEC3 06 02 77;;1.1.PPPA;500.000;250.000
SEC3 06 02 77 06;Reserves;SEC3 06 02 77 Reserves;;1.1.PPPA;n/a;n/a
SEC3 06 03;Horizon 2020 — Research and innovation related to transport;SEC3 06;;;212.105.039;27.367.732
SEC3 06 03;Reserves;SEC3 06 Reserves;;;;
SEC3 06 03 03;Societal challenges;SEC3 06 03;;;192.105.039;9.415.097
SEC3 06 03 03;Reserves;SEC3 06 03 Reserves;;;;
SEC3 06 03 03 01;Achieving a resource-efficient, environmentally-friendly, safe and seamless European transport system;SEC3 06 03 03;;1.1.31;192.105.039;9.415.097
SEC3 06 03 03 01;Reserves;SEC3 06 03 03 Reserves;;1.1.31;n/a;n/a
SEC3 06 03 07;Joint Undertakings;SEC3 06 03;;;20.000.000;10.000.000
SEC3 06 03 07;Reserves;SEC3 06 03 Reserves;;;;
SEC3 06 03 07 31;Single European Sky Air Traffic Management Research 2 Joint Undertaking (SESAR2) — Support expenditure;SEC3 06 03 07;;1.1.31;p.m.;p.m.
SEC3 06 03 07 31;Reserves;SEC3 06 03 07 Reserves;;1.1.31;n/a;n/a
SEC3 06 03 07 32;Single European Sky Air Traffic Management Research 2 Joint Undertaking (SESAR2);SEC3 06 03 07;;1.1.31;20.000.000;10.000.000
SEC3 06 03 07 32;Reserves;SEC3 06 03 07 Reserves;;1.1.31;n/a;n/a
SEC3 06 03 07 33;Shift2Rail (S2R) Joint Undertaking – Support expenditure;;;n/a;n/a;n/a
SEC3 06 03 07 33;Reserves;;;n/a;n/a;n/a
SEC3 06 03 07 34;Shift2Rail (S2R) Joint Undertaking;;;n/a;n/a;n/a
SEC3 06 03 07 34;Reserves;;;n/a;n/a;n/a
SEC3 06 03 50;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development;SEC3 06 03;;;;
SEC3 06 03 50;Reserves;SEC3 06 03 Reserves;;;;
SEC3 06 03 50 01;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development (2014 to 2020);SEC3 06 03 50;;1.1.31;p.m.;p.m.
SEC3 06 03 50 01;Reserves;SEC3 06 03 50 Reserves;;1.1.31;n/a;n/a
SEC3 06 03 50 02;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development (prior to 2014);SEC3 06 03 50;;1.1.31;p.m.;p.m.
SEC3 06 03 50 02;Reserves;SEC3 06 03 50 Reserves;;1.1.31;n/a;n/a
SEC3 06 03 51;Completion of previous research framework programmes — Seventh Framework Programme — EC (2007 to 2013);SEC3 06 03;;1.1.31;p.m.;7.952.635
SEC3 06 03 51;Reserves;SEC3 06 03 Reserves;;1.1.31;n/a;n/a
SEC3 06 03 52;Completion of previous research framework programmes (prior to 2007);SEC3 06 03;;1.1.OTH;—;p.m.
SEC3 06 03 52;Reserves;SEC3 06 03 Reserves;;1.1.OTH;n/a;n/a
SEC3 07;Environment;SEC3 E;;;407.281.956;345.558.517
SEC3 07;Reserves;SEC3 E Reserves;;;;
SEC3 07 01;Administrative expenditure of the Environment policy area;SEC3 07;;;74.705.041;74.705.041
SEC3 07 01;Reserves;SEC3 07 Reserves;;;;
SEC3 07 01 01;Expenditure related to officials and temporary staff in the Environment policy area;SEC3 07 01;;5.2.3X;46.164.413;46.164.413
SEC3 07 01 01;Reserves;SEC3 07 01 Reserves;;5.2.3X;n/a;n/a
SEC3 07 01 02;External personnel and other management expenditure in support of the Environment policy area;SEC3 07 01;;;7.311.458;7.311.458
SEC3 07 01 02;Reserves;SEC3 07 01 Reserves;;;;
SEC3 07 01 02 01;External personnel;SEC3 07 01 02;;5.2.3X;3.713.761;3.713.761
SEC3 07 01 02 01;Reserves;SEC3 07 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 07 01 02 11;Other management expenditure;SEC3 07 01 02;;5.2.3X;3.597.697;3.597.697
SEC3 07 01 02 11;Reserves;SEC3 07 01 02 Reserves;;5.2.3X;n/a;n/a
SEC3 07 01 03;Expenditure related to information and communication technology equipment and services of the Environment policy area;SEC3 07 01;;5.2.3X;2.988.170;2.988.170
SEC3 07 01 03;Reserves;SEC3 07 01 Reserves;;5.2.3X;n/a;n/a
SEC3 07 01 04;Support expenditure for operations and programmes of Environment policy area;SEC3 07 01;;;14.765.000;14.765.000
SEC3 07 01 04;Reserves;SEC3 07 01 Reserves;;;;
SEC3 07 01 04 01;Support expenditure for the Programme for the Environment and Climate Action (LIFE) — Sub-programme for Environment;SEC3 07 01 04;;2.0.4;14.765.000;14.765.000
SEC3 07 01 04 01;Reserves;SEC3 07 01 04 Reserves;;2.0.4;n/a;n/a
SEC3 07 01 06;Executive agencies;SEC3 07 01;;;3.476.000;3.476.000
SEC3 07 01 06;Reserves;SEC3 07 01 Reserves;;;;
SEC3 07 01 06 01;Executive Agency for Small and Medium-sized Enterprises — Contribution from LIFE;SEC3 07 01 06;;2.0.4;3.476.000;3.476.000
SEC3 07 01 06 01;Reserves;SEC3 07 01 06 Reserves;;2.0.4;n/a;n/a
SEC3 07 02;Environmental policy at Union and international level;SEC3 07;;;332.576.915;270.853.476
SEC3 07 02;Reserves;SEC3 07 Reserves;;;;
SEC3 07 02 01;Contributing to a greener and more resource-efficient economy and to the development and implementation of Union environmental policy and legislation;SEC3 07 02;;2.0.4;125.439.106;4.260.237
SEC3 07 02 01;Reserves;SEC3 07 02 Reserves;;2.0.4;n/a;n/a
SEC3 07 02 02;Halting and reversing biodiversity loss;SEC3 07 02;;2.0.4;121.213.057;1.009.911
SEC3 07 02 02;Reserves;SEC3 07 02 Reserves;;2.0.4;n/a;n/a
SEC3 07 02 03;Supporting better environmental governance and information at all levels;SEC3 07 02;;2.0.4;38.999.836;7.182.812
SEC3 07 02 03;Reserves;SEC3 07 02 Reserves;;2.0.4;n/a;n/a
SEC3 07 02 04;Contribution to multilateral and international environment agreements;SEC3 07 02;;4.0.OTH;3.500.000;2.394.437
SEC3 07 02 04;Reserves;SEC3 07 02 Reserves;;4.0.OTH;n/a;n/a
SEC3 07 02 05;European Chemicals Agency;SEC3 07 02;;;6.308.987;6.308.987
SEC3 07 02 05;Reserves;SEC3 07 02 Reserves;;;;
SEC3 07 02 05 01;European Chemicals Agency — Activities in the field of biocides legislation;SEC3 07 02 05;;2.0.DAG;5.023.252;5.023.252
SEC3 07 02 05 01;Reserves;SEC3 07 02 05 Reserves;;2.0.DAG;n/a;n/a
SEC3 07 02 05 02;European Chemicals Agency — Activities in the field of legislation on import and export of dangerous chemicals;SEC3 07 02 05;;2.0.DAG;1.285.735;1.285.735
SEC3 07 02 05 02;Reserves;SEC3 07 02 05 Reserves;;2.0.DAG;n/a;n/a
SEC3 07 02 06;European Environment Agency;SEC3 07 02;;2.0.DAG;35.365.929;35.365.929
SEC3 07 02 06;Reserves;SEC3 07 02 Reserves;;2.0.DAG;n/a;n/a
SEC3 07 02 51;Completion of previous environmental programmes;SEC3 07 02;;2.0.4;—;206.603.663
SEC3 07 02 51;Reserves;SEC3 07 02 Reserves;;2.0.4;n/a;n/a
SEC3 07 02 77;Pilot projects and preparatory actions;SEC3 07 02;;;1.750.000;7.727.500
SEC3 07 02 77;Reserves;SEC3 07 02 Reserves;;;;
SEC3 07 02 77 01;Pilot project — Environmental monitoring of the Black Sea Basin and a common European framework programme for the development of the Black Sea region;SEC3 07 02 77;;4.0.PPPA;—;p.m.
SEC3 07 02 77 01;Reserves;SEC3 07 02 77 Reserves;;4.0.PPPA;n/a;n/a
SEC3 07 02 77 02;Preparatory action — Environmental monitoring of the Black Sea Basin and a common European framework programme for development of the Black Sea region;SEC3 07 02 77;;4.0.PPPA;—;112.500
SEC3 07 02 77 02;Reserves;SEC3 07 02 77 Reserves;;4.0.PPPA;n/a;n/a
SEC3 07 02 77 03;Preparatory action — Strategic environmental impact assessment on the development of the European Arctic;SEC3 07 02 77;;4.0.PPPA;p.m.;375.000
SEC3 07 02 77 03;Reserves;SEC3 07 02 77 Reserves;;4.0.PPPA;n/a;n/a
SEC3 07 02 77 04;Preparatory action — Future legal basis on harmonised Union forest information;SEC3 07 02 77;;2.0.PPPA;—;120.000
SEC3 07 02 77 04;Reserves;SEC3 07 02 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 07 02 77 05;Pilot project — Development of prevention activities to halt desertification in Europe;SEC3 07 02 77;;2.0.PPPA;—;p.m.
SEC3 07 02 77 05;Reserves;SEC3 07 02 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 07 02 77 06;Preparatory action — Climate of the Carpathian basin;SEC3 07 02 77;;2.0.PPPA;—;700.000
SEC3 07 02 77 06;Reserves;SEC3 07 02 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 07 02 77 07;Pilot project — Recovery of obsolete vessels not used in the fishing trade;SEC3 07 02 77;;2.0.PPPA;—;p.m.
SEC3 07 02 77 07;Reserves;SEC3 07 02 77 Reserves;;2.0.PPPA;n/a;n/a
SEC3 07 02 77 08;Pilot project — Economic loss due to high non-revenue water amounts in cities;SEC3 07 02 77;;2.0.PPPA;—;p.m.
SEC3 07 02 77 08;Reserves;SEC3 07 02 77 Reserves;;2.0.PPPA;n/a;n/a
